Reviews,Rating,Sentiment
"Disgusting. Only can listen music in player, discontinued sound while paly videos or movies, or video call even interruption during voice calls, when ask for return in the very next day they display msg that my pick up location didn't found 😂. What a pathetic customer service. It's only brand name with star advertisement. Worthless product I will never buy this brand.",1,0
"I ordered this a few months ago and forgot to write a review, so now now I'll be writing the review this product really deserves:It's amazing! It looks really nice, is kinda flexible and the sound quality is awesome. It charges quickly and lasts at least 10 hours on one charge, which is perfect for me since I have classes. Really happy I ordered this, love it.",5,1
Scintillating head phones. Very nice bass.Perhaps better noise cancellation was needed.Color is good. Looks trendy.Feel is OK ok,5,1
 More than one year use get little damage but still rocking with the audio quality and clarity beast for gaming  only issue is fitting but over all it's good for this price and best one too. I had bought it for 1300 - 1400 something now it's price drop so no more thinging book it and rock it 😇,3,0
The sound quality is excellent but cushion pads are very stiff and even after just one hours of use my ears started hurting. Everything is 5 star about this headphones but for the uncomfortable cushioning I'll have to give it 4 stars,4,1
Awesome.....so comfortable on ears ..sound quality battery very good .,4,1
"Have been using it for 5 days, the sound quality if good but the biggest issue is that it has very small earcups and that makes it very uncomfortable to wear, if you are a casual user then sure go ahead buy it, but for users who wanna use it for long durations i would recommend buy something else instead, these are very uncomfortable to wear.",2,0
Head band is too weak and poor quality it cracks from different places post a year its looses its quality.. but sound is gd and ear pad cusion skin also poor,1,0
Looks nice. But the earcups are not comfortable. It gets disconnected and then gets connected automatically several times. Don't know why. Sound quality is not good at all. Really a bad experience for me. I just wasted my money on this headphone.,1,0
This is average. Sound quality is ok but I hear static when their is a pause in song. Also mic quality is. It good. Can’t use it for calling. Otherwise it is ok.,3,0
"I connected it to my android phone via Bluetooth to listen the songs. But when I turn on the mobile's HotSpot to connect my laptop WiFi, sound started to break. If I turn off the Hotspot, sound is ok and as soon as I turn on the HotSpot again sound starting to break.Not sure if it's manufacuting defect in all products or I just received a faulty piece.",3,0
It is a scam. Boat charges you for everything. But the 3.5 mm aux provided in the package doesn't work. It is also not covered under warranty and would not be replaced under any circumstances.,1,0
Quality of body is poor,3,0
"I bought it for my cousns twice, got nice base the only thing i don't like is whn uh raise its voice evry1 around uh can hear coz its loud but othr than ths it's beautiful, budget friendly product",4,1
"I like , its come in good package, well in time,specially in remorts areas or where not available in markets.As per prize it is good. For students for ooline classes.",5,1
Dont buy it its poor quality product which is imported from china and sold in the name of boatIts better to buys some indian product istead of this 3rd class boat products,1,0
The left earpiece is facing outward and does not twist inward. I cannot use this item. I contacted Amazon customer support but they were not willing to help with this item. This is the 1st Boat item I purchased and the experience has been terrible. Will not buy or recommend Boat products to anyone.,1,0
I purchased the product two days back @ Rs.1199/ but the same product today price is Rs.999/.I lost Rs.200 in one day,1,0
"Aawaz kat kat k aane lagi h..1. Mahine baad .duplicate h..boat original nahi don't purchase ,(scame h..amazon ko bhi badnaam kar diya.) ..1000 rupey itni muskil se jode the .ab bahut dukh ho rha h.",1,0
I did not like these pair of headphones..Painful to ears..mic doesnot works properly....the person on other side can barely hear me,3,0
Someone gifted this to me as a Secret Santa gift in office. Though the look is good it just connects to my apple Ipad but does not connect to any of the Laptops or Samsung F62 phone.Bluetooth compatibility is a big time issue.,1,0
Just break like that.... Very disappointed... It's looks good sound is good too. but they should work on the durability of the product,2,0
Cheapest plastic is used.Only right side plays with aux cable.Bluetooth connection breaks when you are moving fastSound quality is not very good. Bass is lacking.Sound hurts too muchDon't go for it,1,0
"After 9 days, bluetooth not working, returned time also exceed, no option for repairments, want to change the device or buy other product",2,0
"Nice product, build quality is fantastic.. on full volume it will not sound good however on middle volume it sounds great.. Nice bass and clarity... 4 stars from me..",4,1
Bass quality is not upto mark but still recommend this because of good battery backup & inbuilt microphone facility for calling purpose.,4,1
Stuttering in sound when connected with bluetooth so requested for a replacement order but replaced device has same issues.Better if connected using headphone jack.,3,0
"op headphone with good bass (not as much as earbuds/neckband), but with good vocals ,Just a Reminder who those who wanna buy for Gaming :- It has latency issuealmost no sound leak unless and until you are in complete silence room at 100%",4,1
"Bass okBattery okNoise cancellation GoodOverall ok product, pairs with Bluetooth well.. good enough for the price.... Tada",4,1
Sounds quality not good.Many times noise.Not value for moneyPlease dont buy this productPlesaeNot happy .Please improve this product,2,0
This is the god headphonesBass is so awesome sound also I like this headphone no money 🤑🤑 waste .,5,1
Please don't waste your money on this headset as its broken within 2 months and when i contacted the warranty card number they ended my call without even listening so please don't waste your money🙏,1,0
Just a fan of boat products ❤ It's just amazing headphone in low cost 😍  Thank you amazon 😇 The bass quality is just awesome and sound quality is just wow  ! Noise cancellation is good in this price...Overall a great product 👍,5,1
Best headphone everBest bass with good soundConnectivity is goodVery comfortableGood for playing pubgBest sound effect,5,1
"Very good, my daughter likes much, good battery backup (8hrs) great sound quality. Easy to use. No pain in ear for average usage.",5,1
"Amazing product... Noice cancellation great.... great bass... Most importantly pehn kar bahut maza aata hai...😅😅😀😀Sure buy product, don't think just order it...",5,1
The headphone stopped working within 10 days . It’s not connecting to any device. Tried pairing unpairing on multiple devices. Wasted the money on it. Replacement window is also closed.,2,0
Today I received headphones OLD  used and not working . I think some people returned this headphones. After that deliver to me . This headphones is used and old defects pice please send to me brand new headfone not old,1,0
"The sound quality is poor,the bass quality is poor,no sharpness when listening to music,only good for calling and receiving calls.",3,0
It's just uncomfortable on your head .If comfort is the last thing on your list then go for it ..All other aspects are okay ..,4,1
Very poor quality plastic used. Easily breaked within 1 month.  not expected from brand like Boat.Don't buy. Chinese products.,1,0
Nice product.....Battery backup is superb...more than 12 hours....Sound quality excellent.....Total paisa vasool....I am satisfied with this product...I am now looking for next headphone,5,1
"Bass quality is good, but mic it equal to zero, other person on call or facetime cannot hear clearly..... If you are buying this for overal purpose, then don't, its just good for music and movies",3,0
Worst purchase i have ever made this is just a waste thing pls don't buy this product because after 2 moths the adjustable band broke and warranty doesn't cover it.,1,0
 Poor quality. Product came in this condition within weeks after using .Pls purchase on your own risk . Company must look into their manufacturing sector,3,0
Bluetooth connectivity : 10/10Function 10/10Crystal Sound quality :10/10Comfort 7/10Noise cancellation 10/10Bas 9/10Battery 9/10Gaming 5/10,3,0
good and it was nice product from boat......sound was awesomethanks Amazonf for such good and quality product from boat,5,1
"Always better for me, it's to good,, love it, sound clear ,as a same colour,, value for money, fast delivery,",5,1
"Very good sound quality, about noise cancellation it is okay but whenever we switch off headphones and use it as simple head phone we are only able to hear sound from only one part head phone.",5,1
Very Good Recommend To Buy...😀😀But Late Delivery...😭Good Product You Can Buy And Enjoy....👍👍Bass Is Very Good👍Noise Cancellation Is Over Powered.....👍👍,4,1
"Wearing these for more than 2 minute hurts ears, the sound okay though. Battery life is also ok but it drops to zero right after 40",2,0
Checking everything Which is the best headphones 450 370 900All over specifications build quality audio bass noice cancellation And if there is anything left,4,1
"Headphone is perfectly working on mobile devices, but when I try to connect to laptop it not getting connected try with multiple laptops",2,0
"I like it......This is awesome.We can charge it and after charge its battery power is also nice.So, thank you Amazon for this product.",5,1
"Bass is moderate, sound like crystal clear, light weight and easy to carry anywhere, go to this product and buy it",5,1
"only one side speaker is working in low volume and microphone also dont have a clear voice , Its fluctuating at low volume . Don't prefer you to buy it .🎊🎉",2,0
These headphones are very tight.Bass is also not very good.I regret after buying this product.If u want to waste money go ahead buy this product.,1,0
"Very good product, definitely buy it .bahut accha product hai ise jarur kharide . Worth it 🙂 ye 😊 ye.",4,1
THIS IS GARBAGE !!Not RECOMMENDED at allDelivery is not up to the markI recommend Leaf Bass 2  OrBoat Rockerz 550,1,0
Fantastic headphone u all should buy this this is very very amazing.💕👌 Sound quality is fantastic noise cancelling is perfect and bass quality is aa amazing,5,1
I don’t usually write reviews but I want everyone to know that these are Completely trash!!!It didn’t even last 2 days.Huge waste of money. Dont buy this,1,0
"Very poor bluetooth is not working , even tthere is no service centres in cochin, must provide service centers at least",2,0
to listen music and education purpose  and Gift for Grandson  and family members in view of pendamic period to  pass the time with positive thoughts,5,1
Yeah I really like.....I'm happy with Amazon service sound is good .....I really really like this product..............bass quality is also so good,5,1
"Sound quality is very bad, even local earphone sound is better. Not worth the money, boat products are not good anymore",1,0
This is a amazing productSound quality extra super👍👍👍👍❤❤❤❤❤❤Op level product........I love this brandBass is 👍,5,1
My boat blututh is verey nice sound quaility.But their sape is disbelence......I want return this ...But delevry time 18 jan today 24 feb,1,0
"Amazing in style, Amazing in sound quality, Amazing in bass also.. Good in battery backup.. So comfortable.. Don't search another.. Just go for it",5,1
Sound quality is really amazing I don't know why some people give such bad review product is really amazing you must buy it,5,1
The build quality is very bad would not prefer to buy these returned them instantly better buy boat rockerz 450 or 510. Otherwise all features are good,4,1
"Nice product ,sound is very clear and comfortable also...quality is also very good and light weight and easy folding also",5,1
"Jabrdast😊 , I satisfied this product , mind blowing this product, next time definitely one more order this product thanks 🤞🤞🤝",5,1
"Buyer's shows this product is very weak it break just a little pressure so, idon't buy this product  (please check the product by seller)",3,0
"It's been an year my experience was good but the strap had been broken with normal use , suitable for 6 months use only",2,0
Built quality is the worst. Just after normal use of three months and broke from between not as strong as headphones in this range,1,0
Its an average product which is not well supported with a laptop. Had bought it for online classes. It connects well with mobile though.,1,0
I like the product very much because it's bass is awesome and the wire is strong💪and beautiful✨ product thanks boat and Amazon,5,1
Good quality headphones under 1000Good sound and bassThis is beat for the priceNoise cancellisation is better. Thanks,5,1
I am honestly saying that the outer body is totally worse because my ears was paining after wore it I will have request to boat industry to check this default.,1,0
I like very much it's Sound quality bass  quality and noise cancellation. Easily connect my device and other device. Thanks,5,1
A very good headphones to have with this price range the quality and packaging is also good the cosy cups make this more comfortable,5,1
i bought it on 13 september 2020 and today it breaked very bad dont buy headphones go for earphones in less price thats more better,3,0
Sound quality is very goodBut Noise cancellation are lowAnd bass quality are also bestThis product are very good,5,1
" Bakwaas ,  Sar me Dard ho gya 1 minate me.  Muje pasand nhi aaya h Aankho me v dard ho gya.",1,0
"More bass, pains after wearing for more than 1 hr, sound quality is hd, dual product ie can connect with Bluetooth nd by aur also",3,0
The bass is good the but the rest is a little stereo. The comfort level is okay and connectivity wise it's good,4,1
Hii the product is super and good and iam used that product perfectly with a lot of quality and more and more expensive,5,1
I got the product at 999 and also delivery packaging and time was good. The product quality is very good at this price range.,5,1
This is not for bass loverzAnd noise cancellation is not up to the markIt is worst in case of noise cancellation,3,0
"Worst product ever purchased ,did broke in 2 weeks only, worst quality,  no refunds on it too, really really disappointed",1,0
Battery is also..  best and sound quality is great in this price range it is a tob best product... premium quality product,5,1
Bad product. Very tight. Ears are very paining. High echo present. Returned on same day. Never buy product. Regret purchasing,1,0
I will buy this product one months back prsnt not working wrost product don't buy very poor qualityDon't buy,1,0
